cde_id,cde_name,variable_name,aliases,cde_definition,cde_source,bundle_name,steward_org,registration_status,keywords,preferred_question_text,cde_data_type,sources_data_type,detail_element_type,detail_nih_endorsed,ninds_raw_disease_specific_instructions,ninds_raw_input_restrictions,cde_origin,pv_codes,pv_labels,pv_definitions,pv_code_systems,pv_concept_identifiers,pv_terminology_sources,unit_of_measure,size,min_value,max_value,population,nlm_identifier,other_identifiers,cdisc_domain,cdisc_variable_name,cdisc_variable_label,dec_identifier,dec_terminology_source,dec_name,ninds_disease_specific_reference,ninds_version_number,ninds_version_date,version_date_flag,additional_instructions,disease_epilepsy,classification_epilepsy,disease_agnostic,classification_agnostic,disease_neurotrauma,classification_neurotrauma,disease_tbi,classification_tbi,disease_pte,classification_pte,disease_sci,classification_sci,domain,subdomain,category,pte_crf_name,copyright,pte_workinggroup,notes,status,cde_id_verified
C07434,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Score,PGOSEScore,,"Score for the participant, as a part of the Pediatric Glasgow Outcome Scale - Extended (PGOSE).",NINDS,GOSE - Pediatric,NINDS,,,"Glasgow Outcome Scale -Extended, Pediatric Revision",Value List,Numeric Values,cde,FALSE,"Note: The scale presented here is not based on the original article. It has become common practice in clinical trial administration to use this modified version that places the scores in reverse order (i.e., ""good recovery"" = 1, ""moderate disability"" =2, etc.).",Single Pre-Defined Value Selected,collected,8|7|6|5|4|3|2|1,Death|Vegetative State (VS)|Lower Severe Disability (Lower SD)|Upper Severe Disability (Upper SD)|Lower Moderate Disability (Lower MD)|Upper Moderate Disability (Upper MD)|Lower Good Recovery (Lower GR)|Upper Good Recovery (Upper GR),Death|Vegetative State (VS)|Lower Severe Disability (Lower SD)|Upper Severe Disability (Upper SD)|Lower Moderate Disability (Lower MD)|Upper Moderate Disability (Upper MD)|Lower Good Recovery (Lower GR)|Upper Good Recovery (Upper GR),,,,,,0,8,Pediatric,AFJ9UmRtgSj,NINDS:C07434|BRICS Variable Name:PGOSEScore|NLM:AFJ9UmRtgSj,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,21:25.6,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C18431,"Pediatric Glasgow Outcome Scale - Extended, Pediatric Revision (GOS-E Peds) - date time",PGOSEDateTime,,"Date and time that the participant performed the Pediatric Glasgow Outcome Scale extended version, as a part of Pediatric Glasgow Coma Scale Extended (PGOSE).",NINDS,GOSE - Pediatric,NINDS,,,"Date and time of Glasgow Outcome Scale -Extended, Pediatric Revision",Datetime,Date or Date & Time,cde,FALSE,"Data Sharing Instructions: When date/time data are prepared for aggregation or sharing they should be converted to the format specified by ISO 8601, YYYY-MM-DDThh:mm:ss.<br /><br />Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html).  The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",Free-Form Entry,collected,,,,,,,,,,,Pediatric,sqTzwkbJCEb,NINDS:C18431|BRICS Variable Name:PGOSEDateTime|NLM:sqTzwkbJCEb,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,21:25.6,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20338,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Information obtain type,GOSEPInfoObtain,,The type as related to how the information was obtained.,NINDS,GOSE - Pediatric,NINDS,,,Information obtained,Value List,Alphanumeric,cde,FALSE,"Note: The scale presented here is not based on the original article. It has become common practice in clinical trial administration to use this modified version that places the scores in reverse order (i.e., ""good recovery"" = 1, ""moderate disability"" =2, etc.).",Single Pre-Defined Value Selected,collected,,In person|By phone|From records,In person|By phone|From records,,,,,,,,Pediatric,mkLKxzNqjHR,NINDS:C20338|BRICS Variable Name:GOSEPInfoObtain|NLM:mkLKxzNqjHR,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20339,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Consciousness indicator,GOSEPConsciousnessInd,,"Indicator related to ability of the head-injured child to obey simple commands or say any words. For younger children, indicates ability to act/react/interact beyond reflexes.",NINDS,GOSE - Pediatric,NINDS,,,"Is the head-injured person able to obey simple commands or say any words? For younger patients, can he or she act/react/interact beyond reflexes?",Value List,Alphanumeric,cde,FALSE,"If No, register Vegetative State (VS)  and skip to end of form and record GOS-E Peds Score = 7.<br /><br />An individual who shows the ability to obey even simple commands or utter any word or communicate specifically in any other way is no longer considered to be in a vegetative state. Eye movements are not reliable evidence of meaningful responsiveness; corroborate with nursing staff and the child's parents when possible. Confirmation of VS requires full assessment as in the Royal College of Physician Guidelines. However, for infants, actively following the movement of a parent or people/object with eyes, grasping for objects, making faces, etc. are interactions; breast feeding and crying continuously can be reflexes.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Pediatric,XkwxUVciS0,NINDS:C20339|BRICS Variable Name:GOSEPConsciousnessInd|NLM:XkwxUVciS0,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20340,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Assistance home requirement indicator,GOSEPAsstNeedInd,,"Indicates if the assistance of another person at home is essential for some activities of daily living. For younger children, indicates if the child is dependent upon a caretaker more than it is expected based on age.",NINDS,GOSE - Pediatric,NINDS,,,"Is the assistance of another person at home essential every day for some activities of daily living? For younger patients, is the child dependent upon a caretaker more so than is expected based on age?",Value List,Alphanumeric,cde,FALSE,"If Yes, go to 2b. If No, skip to 3.<br /><br />For an older child, complete independence and a 'no' answer should mean that the person can get washed, put on clean clothes without prompting, prepare food for themselves, deal with callers, and handle minor domestic crises. The person should be able to carry out activities without needing prompting or reminding, and should be capable of being left alone for an age appropriate period. Young children should be able to accomplish age appropriate developmental milestones without assistance (see Vineland Daily Living Skills). If a child compensates for physical disability to the point where developmental milestones are only mildly compromised, question parents to determine the level of independence (i.e., a child with a hemiparesis who is still able to complete tasks that other children of that age can be rated as independent).",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Pediatric,XkcgL45sHC,NINDS:C20340|BRICS Variable Name:GOSEPAsstNeedInd|NLM:XkcgL45sHC,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20341,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Frequent assistance home need indicator,GOSEPFreqntHlpNeedInd,,"Indicates if the child needs frequent help or for someone to be around at home most of the time. For younger children, indicates that the child needs frequent help from a caretaker to accomplish tasks relevant for his/her age.",NINDS,GOSE - Pediatric,NINDS,,,"Does the child need frequent help or for someone to be around at home most of the time? For younger patients, does the child need frequent help from a caretaker to accomplish tasks that a child this age should be able to accomplish (If child sometimes functions at an age appropriate level, then answer 'yes.')",Value List,Alphanumeric,cde,FALSE,"If child sometimes functions at an age appropriate level, then answer Yes. If Yes, register Lower Severe Disability  and skip to end of form and record GOS-E Peds Score = 6. If No, register Upper Severe Disability  and skip to end of form and record GOS-E Peds Score = 5.<br /><br />For an older child, complete independence and a 'no' answer should mean that the person can get washed, put on clean clothes without prompting, prepare food for themselves, deal with callers, and handle minor domestic crises. The person should be able to carry out activities without needing prompting or reminding, and should be capable of being left alone for an age appropriate period. Young children should be able to accomplish age appropriate developmental milestones without assistance (see Vineland Daily Living Skills). If a child compensates for physical disability to the point where developmental milestones are only mildly compromised, question parents to determine the level of independence (i.e., a child with a hemiparesis who is still able to complete tasks that other children of that age can be rated as independent).",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Pediatric,myLgIV5jHA,NINDS:C20341|BRICS Variable Name:GOSEPFreqntHlpNeedInd|NLM:myLgIV5jHA,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20342,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Shop travel without assistance indicator,GOSEPShpTrvlWoutAsstInd,,"Indicates if the child is able to shop and travel without assistance. For younger children, indicates if the child behave age appropriately outside the home.",NINDS,GOSE - Pediatric,NINDS,,,"Is the child able to shop and travel without assistance? For younger patients, does the child behave age appropriately outside the home?",Value List,Alphanumeric,cde,FALSE,"If yes, skip to 4. If No, register Upper Severe Disability  and skip to end of form and record GOS-E Peds Score = 5.<br /><br />This item considers activities such as shopping and traveling, always in the context of age appropriate behaviors.  This includes being able to plan what to buy, take care of money, and behave appropriately in public. The individual need not normally shop, but must be able to do so. A younger child must behave age appropriately in public.  An older child may drive or use public transit to get around. Ability to use a taxi is sufficient, provided the person can phone for it themselves and give instruction the driver.  Older children who sometimes were allowed to travel independently before the injury should be able to walk to a neighbor's house, take a school bus, ride a bike, or take public transportation.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Pediatric,mJ1_LV5iSA,NINDS:C20342|BRICS Variable Name:GOSEPShpTrvlWoutAsstInd|NLM:mJ1_LV5iSA,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20343,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Current work school function pre-injury capacity indicator,GOSEPCrrntWrkSchlInd,,Indicates if the child can function at work or in school at their previous capacity.,NINDS,GOSE - Pediatric,NINDS,,,Can the child function at work or in school at his or her previous capacity?,Value List,Alphanumeric,cde,FALSE,"If Yes, skip to 5. If No, go to 4b.<br /><br />If an adolescent was working before the injury, then his or her current capacity for work should be at the same level. If the individual was seeking work before, then the injury should not have adversely affected chances of obtaining work or the level of work for which he or she is eligible. If the patient was in preschool or a student before the injury, then capacity for school work and school activities should not be adversely affected.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Pediatric,Qklb8V5jr0,NINDS:C20343|BRICS Variable Name:GOSEPCrrntWrkSchlInd|NLM:Qklb8V5jr0,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20344,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Work school restriction indicator,GOSEPWrkSchlRestrictInd,,"Indicates restrictions that apply to child's ability to work and study, including ability to work only in a sheltered workshop or non-competitive job, in a school setting for severely impaired children or tutored at home, or currently unable to work or go to school.",NINDS,GOSE - Pediatric,NINDS,,,"Level of restriction: i) Able to work only in a sheltered workshop or non-competitive job, in a school setting for severely impaired children or tutored at home, or currently unable to work or go to school.",Value List,Alphanumeric,cde,FALSE,"If Yes, register Lower Moderate Disability  and skip to end of form and record GOS-E Peds Score = 4.  If No, go to 4bii.<br /><br />If an adolescent was working before the injury, then his or her current capacity for work should be at the same level. If the individual was seeking work before, then the injury should not have adversely affected chances of obtaining work or the level of work for which he or she is eligible. If the patient was in preschool or a student before the injury, then capacity for school work and school activities should not be adversely affected.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Pediatric,Q1axLNciHR,NINDS:C20344|BRICS Variable Name:GOSEPWrkSchlRestrictInd|NLM:Q1axLNciHR,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20345,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Reduced work school capacity indicator,GOSEPWrkSchlReducedCapacInd,,Indicates reduced work or school capacity for an injured child.,NINDS,GOSE - Pediatric,NINDS,,,School/work level of restriction: ii) Reduced work or school capacity,Value List,Alphanumeric,cde,FALSE,"If Yes, register Upper Moderate Disability and skip to end of form and record GOS-E Peds Score = 3.   If No, go to 5.<br /><br />If an adolescent was working before the injury, then his or her current capacity for work should be at the same level. If the individual was seeking work before, then the injury should not have adversely affected chances of obtaining work or the level of work for which he or she is eligible. If the patient was in preschool or a student before the injury, then capacity for school work and school activities should not be adversely affected.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Pediatric,XkCgUEqiHC,NINDS:C20345|BRICS Variable Name:GOSEPWrkSchlReducedCapacInd|NLM:XkCgUEqiHC,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
C20346,Pediatric Glasgow Outcome Scale - Extended (GOS-E Peds) - Current participation social leisure activity pre-injury indicator,GOSEPSocLeisInd,,Indicates if the child is able to resume regular social and leisure activities.,NINDS,GOSE - Pediatric,NINDS,,,Is the child able to resume regular social and leisure activities?,Value List,Alphanumeric,cde,FALSE,"If yes, skip to 6. If No, go to 5b.<br /><br />The individual may not have resumed all previous leisure activities, but should not be prevented from doing so by physical or mental impairment. If he or she has stopped the majority of activities because of loss of interest or motivation, then this is considered a disability. For younger children, social and leisure activities can include games and toys played with caretakers, siblings or other children as well as the ability to interact in a playful manner with others.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Pediatric,7kZbLV9orC,NINDS:C20346|BRICS Variable Name:GOSEPSocLeisInd|NLM:7kZbLV9orC,,,,,,,"Beers SR, Wisniewski SR, Garcia-Filion P, Tian Y, Hahner T, Berger RP, Bell MJ, Adelson PD. Validity of a pediatric version of the Glasgow Outcome Scale-Extended.  J Neurotrauma. 2012 Apr 10;29(6):1126-39. Epub 2012 Apr 10.",3,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Basic,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Pediatric,FALSE,BCM,,,
