cde_id,cde_name,variable_name,aliases,cde_definition,cde_source,bundle_name,steward_org,registration_status,keywords,preferred_question_text,cde_data_type,sources_data_type,detail_element_type,detail_nih_endorsed,ninds_raw_disease_specific_instructions,ninds_raw_input_restrictions,cde_origin,pv_codes,pv_labels,pv_definitions,pv_code_systems,pv_concept_identifiers,pv_terminology_sources,unit_of_measure,size,min_value,max_value,population,nlm_identifier,other_identifiers,cdisc_domain,cdisc_variable_name,cdisc_variable_label,dec_identifier,dec_terminology_source,dec_name,ninds_disease_specific_reference,ninds_version_number,ninds_version_date,version_date_flag,additional_instructions,disease_epilepsy,classification_epilepsy,disease_agnostic,classification_agnostic,disease_neurotrauma,classification_neurotrauma,disease_tbi,classification_tbi,disease_pte,classification_pte,disease_sci,classification_sci,domain,subdomain,category,pte_crf_name,copyright,pte_workinggroup,notes,status,cde_id_verified
C00015,Education year count,EduYrCt,,Number of years of education completed (age 5 and beyond),NINDS,,NINDS,,,Years of education,Number,Numeric Values,cde,FALSE,"For years completed, after the age of 5, code the number of years attained (0-30 years), normed to someone moving full time at the usual pace, i.e. a year that was repeated counts as only 1 year and the usual single-year full-time load completed over several years counts as 1 year. Certificate and technical programs do NOT count no matter how specialized.  The number of years of typical completion of the relevant program is counted. If the subject obtained their education outside the United States, ask about their educational system to estimate the correct coding - Internship, Residency, and Fellowship years are experiential training and do not count.  Recommend collection at least on date of TBI.",Free-Form Entry,collected,,,,,,,year,,0,30,Adult | Pediatric,7BnoANaBZ6P,NINDS:C00015|caDSR:3134878|BRICS Variable Name:EduYrCt|NLM:7BnoANaBZ6P,,,,,,,No references available,3,1900-01-00,VERSION_DATE_MALFORMED,Core Pedatrics,,,,,,,Y,Core,Y,Core,,,Participant Characteristics,Social Status,,Demographics,FALSE,CA,,,
C18658,Employment expanded status,EmplmtExpndStatus,,Status of participant/subject's current employment (expanded list),NINDS,Employment Status,NINDS,,,Employment status,Value List,Alphanumeric,cde,FALSE,Choose one.,Single Pre-Defined Value Selected,collected,,"Working full time|Working 20-34 hrs/week, at least minimum wage|Working less than 20 hrs/week, at least minimum wage|Temporary/odd jobs/less than minimum wage jobs|Special employment|Sick leave or maternity leave|Unemployed|Other, specify|Not in paid workforce|Unable to obtain information|Unknown","Working full time (35 hrs or more/week, at least minimum wage)|Working 20-34 hrs/week, at least minimum wage|Working less than 20 hrs/week, at least minimum wage|Temporary/odd jobs/less than minimum wage jobs|Special employment (sheltered workshop, supportive employment, job coach)|Sick leave or maternity leave|Unemployed|Other, specify|Not in paid workforce (including child, retired, student, homemaker, disabled pre-injury)|Unable to obtain information|Unknown",,,,,,,,Adult | Pediatric,xARZXW85d3j,NINDS:C18658|BRICS Variable Name:EmplmtExpndStatus|NLM:xARZXW85d3j,,,,,,,National Health and Nutrition Examination Survey (http://www.cdc.gov/nchs/nhanes.htm),1,1900-01-00,VERSION_DATE_MALFORMED,,,,,,,,Y,Core,Y,Core,,,Participant Characteristics,Social Status,,Demographics,FALSE,CA,,,
C18676,Employment expanded other text,EmplmtExpndOTH,,The free-text field related to 'Employment expanded status' specifying other text. Status of participant/subject's current employment,NINDS,Employment Status,NINDS,,,"Other, specify",Text,Alphanumeric,cde,FALSE,Choose one.,Free-Form Entry,collected,,,,,,,,4000,,,Adult | Pediatric,K7JKd69emqu,NINDS:C18676|BRICS Variable Name:EmplmtExpndOTH|NLM:K7JKd69emqu,,,,,,,National Health and Nutrition Examination Survey (http://www.cdc.gov/nchs/nhanes.htm),1,1900-01-00,VERSION_DATE_MALFORMED,,,,,,,,Y,Core,Y,Core,,,Participant Characteristics,Social Status,,Demographics,FALSE,CA,,,
C18614,Education primary caregiver year count,EduPrimCaregiverYrCt,,Number of years of education of the primary caregiver (age 5 and beyond).,NINDS,,NINDS,,,Primary caregiver's level of education (years),Number,Numeric Values,cde,FALSE,,Free-Form Entry,collected,,,,,,,year,,0,30,Adult | Pediatric,j5buW2A00ce,NINDS:C18614|BRICS Variable Name:EduPrimCaregiverYrCt|NLM:j5buW2A00ce,,,,,,,,3,1900-01-00,VERSION_DATE_MALFORMED,Core Pedatrics,,,,,,,Y,Core,Y,Core,,,Participant Characteristics,Social Status,,Demographics,FALSE,CA,,,
C18410,Glasgow Outcome Scale Extended (GOS-E) - Extent relationship strain frequency,GOSEExtntFriendshpStrnFreq,,"Frequency of the extent of the rifts in relationships, including family and friendships, due to  psychological problems  as part of Glasgow Outcome Scale Extended (GOS-E)",NINDS,GOSE - Adult,NINDS,,,What has been the extent of disruption or strain?,Number,Numeric Values,,,,Single Pre-Defined Value Selected,collected,,"Occasional (less than weekly)|Constant (daily and intolerable)|Frequent (once a week or more, but tolerable)","Occasional (less than weekly)|Constant (daily and intolerable)|Frequent (once a week or more, but tolerable)",,,,,,,,Adult,,NINDS:C18410|CDISC:C115843,,C115843,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18411,Glasgow Outcome Scale Extended (GOS-E) - Outcome factor most important type,GOSEMstImptFctrTyp,,The most important factor in outcome as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,What is the most important factor in outcome?,Text,Alphanumeric,,,,Single Pre-Defined Value Selected,collected,,Effects of head injury|Effects of illness or to another part of the body|A mixture of these,Effects of head injury|Effects of illness or to another part of the body|A mixture of these,,,,,,,,Adult,,NINDS:C18411|CDISC:C115849,,C115849,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18412,Glasgow Outcome Scale Extended (GOS-E) - Assistance daily need indicator,GOSEAsstNeedInd,,Indicator if the participant needs another person at home essentially every day for some activities of daily living as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Is the assistance of another person at home essential every day for some activities of daily living?,Text,Alphanumeric,,,"For a 'No' answer they should be able to look after themselves at home for 24 hours if necessary, though they need not actually look after themselves. Independence includes the ability to plan for and carry out the following activities: getting washed, putting on clean clothes without prompting, preparing food for themselves, dealing with callers, and handling minor domestic crises. The person should be able to carry out activities without needing prompting or reminding, and should be capable of being left alone overnight.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18412|CDISC:C115829,,C115829,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18413,Glasgow Outcome Scale Extended (GOS-E) - Consciousness indicator,GOSEConsciousInd,,Indicator if the participant is able to obey simple commands or say any words as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,"Is the head injured person able to obey simple commands, or say any words?",Text,Alphanumeric,,,"Anyone who shows ability to obey even simple commands, or utter any word or communicate specifically in any other way is no longer considered to be in the vegetative state. Eye movements are not reliable evidence of meaningful responsiveness. Corroborate with nursing staff. Confirmation of VS requires full assessment as in the Royal College of Physician Guidelines.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18413|CDISC:C115828,,C115828,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18414,Glasgow Outcome Scale Extended (GOS-E) - Current other problem indicator,GOSECrrntProbInd,,Indicator if  the participant faces any other current problems currently due to injury as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Are there any other current problems relating to the injury which affect daily life?,Text,Alphanumeric,,,"Other typical problems reported after head injury: headaches, dizziness, tiredness, sensitivity to noise or light, slowness, memory failures, and concentration problems.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18414|CDISC:C115845,,C115845,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18415,Glasgow Outcome Scale Extended (GOS-E) - Current work normal capacity indicator,GOSECrrntWrkInd,,Indicator if the participant is currently able to work at the same capacity before injury as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Are they currently able to work  to their previous capacity?,Text,Alphanumeric,,,"If they were working before, then their current capacity for work should be at the same level. If they were seeking work before, then the injury should not have adversely affected their chances of obtaining work or the level of work for which they are eligible. If the patient was a student before injury then their capacity for study should not have been adversely affected.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18415|CDISC:C115836,,C115836,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18416,Glasgow Outcome Scale Extended (GOS-E) - Extent restriction social leisure activity frequency,GOSEExtntRestrctSocFreq,,Frequency of the extent of restriction the participant faces on social and leisure activities as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,What is the extent of restriction on their social and leisure activities?,Number,Numeric Values,,,,Single Pre-Defined Value Selected,collected,,"Participate a bit less: at least half as often as before injury|Participate much less: less than half as often|Unable to participate: rarely, if ever, take part","Participate a bit less: at least half as often as before injury|Participate much less: less than half as often|Unable to participate: rarely, if ever, take part",,,,,,,,Adult,,NINDS:C18416|CDISC:C115840,,C115840,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18417,Glasgow Outcome Scale Extended (GOS-E) - Participation social leisure activity pre-injury indicator,GOSEExtntRestrctSocPreInjrInd,,Indicator if  the extent of restriction  in regular social and leisure activities outside home faced by the participant represents a change in respect of pre-injury  as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Did they engage in regular social and leisure activities outside home before the injury?,Text,Alphanumeric,,,,Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18417|CDISC:C115841,,C115841,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18418,Glasgow Outcome Scale Extended (GOS-E) - Frequent help need indicator,GOSEFreqntHlpNeedInd,,Indicator if the participant is in need of frequent help of someone to be around at home as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Do they need frequent help of someone to be around at home most of the time?,Text,Alphanumeric,,,"For a 'No' answer they should be able to look after themselves at home for up to 8 hours during the day if necessary, though they need not actually look after themselves.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18418|CDISC:C115830,,C115830,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18419,Glasgow Outcome Scale Extended (GOS-E) - Relationship disruption indicator,GOSEFrindshpInd,,Indicator if  the participant faces any rifts in family relationships or friendships caused by psychological problems  as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Have there been psychological problems which have resulted in ongoing family disruption or disruption to friendships?,Text,Alphanumeric,,,"Typical post-traumatic personality changes: quick temper, irritability, anxiety, insensitivity to others, mood swings, depression, and unreasonable or childish behaviour.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18419|CDISC:C115842,,C115842,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18420,Glasgow Outcome Scale Extended (GOS-E) - Assistance daily need pre-injury indicator,GOSEIndpntPreInjryInd,,"Indicator if the assistance at home was essential for the patient before the injury, as part of Glasgow Outcome Scale Extended (GOS-E)",NINDS,GOSE - Adult,NINDS,,,Was assistance at home essential before the injury?,Text,Alphanumeric,,,,Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18420|CDISC:C115831,,C115831,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18421,Glasgow Outcome Scale Extended (GOS-E) - Work restriction pre-injury change level indicator,GOSELvlRestrictInd,,"Indicator if the participant was either working or seeking employment before the injury  or was doing neither, as part of Glasgow Outcome Scale Extended (GOS-E)",NINDS,GOSE - Adult,NINDS,,,Were they either working or seeking employment before the injury (answer 'yes') or were they doing neither (answer 'no')?,Text,Alphanumeric,,,,Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18421|CDISC:C115838,,C115838,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18422,Glasgow Outcome Scale Extended (GOS-E) - Relationship disruption pre-injury change level indicator,GOSELvlStrnPreInjryInd,,Indicator if the level of disruption or strain in family and friendships depicts a change  in respect to  pre-injury  situation as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Were there problems with family and friends before the injury?,Text,Alphanumeric,,,"If there were some problems before injury, but these have become markedly worse since injury then answer 'No'.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18422|CDISC:C115844,,C115844,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18423,Glasgow Outcome Scale Extended (GOS-E) - Shop without assistance indicator,GOSEShpWoutAsstInd,,Indicator if the participant is able to shop without assistance as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Are they able to shop without assistance?,Text,Alphanumeric,,,"This includes being able to plan what to buy, take care of money themselves, and behave appropriately in public. They need not normally shop, but must be able to do so.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18423|CDISC:C115832,,C115832,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18424,Glasgow Outcome Scale Extended (GOS-E) - Similar problems pre-injury indicator,GOSESimlrProbPreInjryInd,,Indicator if the similar problems were present  before injury and have these become markedly worse as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Were similar problems present before the injury?,Text,Alphanumeric,,,"If there were some problems before injury, but these have become markedly worse since injury then answer 'No' to Q8b.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18424|CDISC:C115846,,C115846,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18425,Glasgow Outcome Scale Extended (GOS-E) - Social leisure outside resume activity indicator,GOSESocLeisOutInd,,Indicator if the participant is able to resume regular social and leisure activities outside home  as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Are they able to resume regular social and leisure activities outside home?,Text,Alphanumeric,,,"They need not have resumed all their previous leisure activities, but should not be prevented by physical or mental impairment. If they have stopped the majority of activities because of loss of interest or motivation then this is also considered a disability.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18425|CDISC:C115839,,C115839,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18426,Glasgow Outcome Scale Extended (GOS-E) - Travel without assistance indicator,GOSETrvlWoutAsstInd,,Indicator if the participant is able to travel locally without help  as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Are they able to travel locally without assistance?,Text,Alphanumeric,,,"They may drive or use public transport to get around. Ability to use a taxi is sufficient, provided the person can phone for it themselves and instruct the driver.",Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18426|CDISC:C115834,,C115834,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18427,Glasgow Outcome Scale Extended (GOS-E) - Travel without assistance pre-injury indicator,GOSETrvlWoutAsstPreInjryInd,,Indicator if the participant was able to travel locally without help before injury as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Were they able to travel locally without assistance before the injury?,Text,Alphanumeric,,,,Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18427|CDISC:C115835,,C115835,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18428,Glasgow Outcome Scale Extended (GOS-E) - Work restriction from injury type,GOSEWrkRestrictTyp,,Work restriction type  experienced by the participant as a result of injury  as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,How restricted are they?,Text,Alphanumeric,,,"If they were working before, then their current capacity for work should be at the same level. If they were seeking work before, then the injury should not have adversely affected their chances of obtaining work or the level of work for which they are eligible. If the patient was a student before injury then their capacity for study should not have been adversely affected.",Single Pre-Defined Value Selected,collected,,Reduced work capacity|Able to work only in a sheltered workshop or non-competitive job or currently unable to work,Reduced work capacity|Able to work only in a sheltered workshop or non-competitive job or currently unable to work,,,,,,,,Adult,,NINDS:C18428|CDISC:C115837,,C115837,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18429,Glasgow Outcome Scale Extended (GOS-E) - Date time,GOSEDateTime,,Date and time when Glasgow Outcome Scale Extended (GOS-E) (1-8) was administered,NINDS,GOSE - Adult,NINDS,,,Date and time of assessment,Datetime,Date or Date & Time,,,"Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html).  The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",Free-Form Entry,collected,,,,,,,,,,,Adult,,NINDS:C18429,,,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C18430,Glasgow Outcome Scale Extended (GOS-E) - Shop without assistance pre-injury indicator,GOSEShpWoutAsstPreInjryInd,,Indicator if  the participant was able to shop without assistance  before injury  as part of Glasgow Outcome Scale Extended (GOS-E),NINDS,GOSE - Adult,NINDS,,,Were they able to shop without assistance before the injury?,Text,Alphanumeric,,,,Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C18430|CDISC:C115833,,C115833,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",3.1,0:00:00,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C20335,Glasgow Outcome Scale Extended (GOS-E) - Respondent type,GOSEResponse,,Person responding to the Glasgow Outcome Scale Extended (GOSE),NINDS,GOSE - Adult,NINDS,,,Respondent,Text,Alphanumeric,,,Choose one. The individual who provided the responses for the GOSE,Single Pre-Defined Value Selected,collected,,Patient alone|Patient plus relative/friend/caretaker|Relative/friend/caretaker alone,Patient alone|Patient plus relative/friend/caretaker|Relative/friend/caretaker alone,,,,,,,,Adult,,NINDS:C20335,,,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",1,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C20336,Glasgow Outcome Scale Extended (GOS - E) Supplemental Questions - Epileptic fit post injury indicator,EpilepsyFitsInd,,Indicator if  the participant has had epileptic fits since the injury as part of Glasgow Outcome Scale Extended (GOS-E) supplemental questions,NINDS,GOSE - Adult,NINDS,,,Since the injury has the head injured person had any epileptic fits?,Text,Alphanumeric,,,,Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C20336|CDISC:C115847,,C115847,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",1,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
C20337,Glasgow Outcome Scale Extended (GOS - E) Supplemental Questions - Epileptic fit risk indicator,EpilepsyRiskInd,,Indicator if the participant has been told he/she is at risk of developing epilepsy as part of Glasgow Outcome Scale Extended (GOS-E) supplemental questions,NINDS,GOSE - Adult,NINDS,,,Have they been told that they are currently at risk of developing epilepsy?,Text,Alphanumeric,,,,Single Pre-Defined Value Selected,collected,,No|Yes,No|Yes,,,,,,,,Adult,,NINDS:C20337|CDISC:C115848,,C115848,,,,,"Wilson JTL, Pettigrew LEL, Teasdale GM. Structured interviews for the Glasgow Outcome Scale and the Extended Glasgow Outcome Scale: Guidelines for their use. Journal of Neurotrauma 1998;15:573-585.",1,0:21:26,VERSION_DATE_MALFORMED,,,,,,,,Y,Supplemental,Y,Recommended,,,Outcomes and End Points,Global Outcome,,GOSE - Adult,FALSE,BCM,,,
